,ReEDS_Tech,BA,Year,Generation (MWh),Emissions (metric tons),Heat Rate (MMBtu/MWh),EmissionsType,EmissionsRate (kg/kWh),Fuel Input (kg or m3 / kWh)
34,Biopower,p58,2010,9163.6272,1.530325742,13.5,NOX,0.00016699999995634915,0.8329389367467838
35,Biopower,p58,2010,9163.6272,6.102975715,13.5,SO2,0.0006659999999781746,0.8329389367467838
36,Biopower,p74,2010,14612.2704,2.235677371,13.5,NOX,0.00015299999998631287,0.8329389367467838
37,Biopower,p74,2010,14612.2704,8.957321755,13.5,SO2,0.000612999999986313,0.8329389367467838
38,Biopower,p75,2010,26067.1647665208,3.519067243,13.5,NOX,0.0001349999999815742,0.8329389367467838
39,Biopower,p75,2010,26067.1647665208,14.07626897,13.5,SO2,0.0005399999998495719,0.8329389367467838
40,Biopower,p77,2010,20638.8,3.6943452,13.5,NOX,0.00017900000000000001,0.8329389367467838
41,Biopower,p77,2010,20638.8,14.7980196,13.5,SO2,0.000717,0.8329389367467838
42,Biopower,p8,2010,12383.28,1.857492,13.5,NOX,0.00015,0.8329389367467838
43,Biopower,p8,2010,12383.28,7.40520144,13.5,SO2,0.000598,0.8329389367467838
44,Biopower,p80,2010,21099.0432,2.848370832,13.5,NOX,0.000135,0.8329389367467838
45,Biopower,p80,2010,21099.0432,11.39348333,13.5,SO2,0.000540000000094791,0.8329389367467838
46,Biopower,p9,2010,506705.22580697504,74.95575694,13.5,NOX,0.00014792773613223745,0.8329389367467838
47,Biopower,p9,2010,506705.22580697504,299.8833968,13.5,SO2,0.0005918300848829967,0.8329389367467838
48,Biopower,p94,2010,126594.2592,17.09022499,13.5,NOX,0.0001349999999842015,0.8329389367467838
49,Biopower,p94,2010,126594.2592,68.36089997,13.5,SO2,0.0005400000000157986,0.8329389367467838
50,Biopower,p96,2010,35085.96,8.84166192,13.5,NOX,0.000252,0.8329389367467838
51,Biopower,p96,2010,35085.96,35.4368196,13.5,SO2,0.00101,0.8329389367467838
52,Biopower,p98,2010,419379.8818315203,67.18079497,13.5,NOX,0.00016019079092828036,0.8329389367467838
53,Biopower,p98,2010,419379.8818315203,268.5646974,13.5,SO2,0.0006403852665204668,0.8329389367467838
54,Biopower,p99,2010,608677.221,97.56309253,13.5,NOX,0.00016028707690048417,0.8329389367467838
55,Biopower,p99,2010,608677.221,390.4920155,13.5,SO2,0.0006415420226478296,0.8329389367467838
56,Biopower,p10,2012,85453.99968000001,13.10946667,13.5,NOX,0.00015340963230616567,0.8329389367467838
57,Biopower,p10,2012,85453.99968000001,52.41552767,13.5,SO2,0.000613377113608265,0.8329389367467838
58,Biopower,p101,2012,111847.68,20.57997312,13.5,NOX,0.000184,0.8329389367467838
59,Biopower,p101,2012,111847.68,82.2080448,13.5,SO2,0.000735,0.8329389367467838
60,Biopower,p103,2012,78048.19391999999,10.86590143,13.5,NOX,0.00013922040836893205,0.8329389367467838
61,Biopower,p103,2012,78048.19391999999,43.43223473,13.5,SO2,0.0005564796896455846,0.8329389367467838
62,Biopower,p127,2012,69957.36,12.78789849,13.5,NOX,0.000182795612784702,0.8329389367467838
63,Biopower,p127,2012,69957.36,51.16814626,13.5,SO2,0.0007314190566939633,0.8329389367467838
64,Biopower,p129,2012,64637.1111093414,9.351648924,13.5,NOX,0.00014467925257644277,0.8329389367467838
65,Biopower,p129,2012,64637.1111093414,37.31034355,13.5,SO2,0.0005772278944658447,0.8329389367467838
66,Biopower,p130,2012,75455.4528,11.45676299,13.5,NOX,0.00015183479211723714,0.8329389367467838
67,Biopower,p130,2012,75455.4528,45.91076293,13.5,SO2,0.0006084485776222126,0.8329389367467838
68,Biopower,p134,2012,170904.956090659,23.41724981,13.5,NOX,0.00013701913827225692,0.8329389367467838
69,Biopower,p134,2012,170904.956090659,93.66899923,13.5,SO2,0.0005480765530305156,0.8329389367467838
70,Biopower,p15,2012,82722.3072,11.16751147,13.5,NOX,0.00013499999997582275,0.8329389367467838
71,Biopower,p15,2012,82722.3072,44.67004589,13.5,SO2,0.0005400000000241773,0.8329389367467838
72,Biopower,p16,2012,28055.772,3.78752922,13.5,NOX,0.000135,0.8329389367467838
73,Biopower,p16,2012,28055.772,15.15011688,13.5,SO2,0.00054,0.8329389367467838
74,Biopower,p25,2012,19995.5952,2.699405352,13.5,NOX,0.000135,0.8329389367467838
75,Biopower,p25,2012,19995.5952,10.79762141,13.5,SO2,0.000540000000100022,0.8329389367467838
76,Biopower,p28,2012,6109.0848,1.08130801,13.5,NOX,0.0001770000000654763,0.8329389367467838
77,Biopower,p28,2012,6109.0848,4.325232038,13.5,SO2,0.0007079999999345238,0.8329389367467838
78,Biopower,p29,2012,687.96,0.13965588,13.5,NOX,0.000203,0.8329389367467838
79,Biopower,p29,2012,687.96,0.55862352,13.5,SO2,0.000812,0.8329389367467838
80,Biopower,p33,2012,12492.4752,2.148705734,13.5,NOX,0.00017199999996798072,0.8329389367467838
81,Biopower,p33,2012,12492.4752,8.582330462,13.5,SO2,0.0006869999999679807,0.8329389367467838
82,Biopower,p46,2012,4953.312,0.752903424,13.5,NOX,0.000152,0.8329389367467838
83,Biopower,p46,2012,4953.312,3.011613696,13.5,SO2,0.000608,0.8329389367467838
84,Biopower,p5,2012,34948.70016,4.718074522,13.5,NOX,0.00013500000001144535,0.8329389367467838
85,Biopower,p5,2012,34948.70016,18.87229809,13.5,SO2,0.0005400000001030081,0.8329389367467838
86,Biopower,p63,2012,110241.218,14.88256443,13.5,NOX,0.000135,0.8329389367467838
87,Biopower,p63,2012,110241.218,59.53025772,13.5,SO2,0.00054,0.8329389367467838
88,Biopower,p66,2012,351156.828296296,47.40617182,13.5,NOX,0.0001350000000000001,0.8329389367467838
89,Biopower,p66,2012,351156.828296296,189.6246873,13.5,SO2,0.0005400000000569551,0.8329389367467838
90,Biopower,p75,2012,9473.19576,1.278881428,13.5,NOX,0.0001350000000422244,0.8329389367467838
91,Biopower,p75,2012,9473.19576,5.11552571,13.5,SO2,0.0005399999999577755,0.8329389367467838
92,Biopower,p78,2012,13932.0768,1.880830368,13.5,NOX,0.000135,0.8329389367467838
93,Biopower,p78,2012,13932.0768,7.523321472,13.5,SO2,0.00054,0.8329389367467838
94,Biopower,p80,2012,16711.848,2.25609948,13.5,NOX,0.000135,0.8329389367467838
95,Biopower,p80,2012,16711.848,9.02439792,13.5,SO2,0.00054,0.8329389367467838
96,Biopower,p9,2012,192640.96032,26.11137475,13.5,NOX,0.00013554425137118212,0.8329389367467838
97,Biopower,p9,2012,192640.96032,104.466468,13.5,SO2,0.000542285855648085,0.8329389367467838
98,Biopower,p94,2012,138624.16416,18.71426216,13.5,NOX,0.00013499999998845802,0.8329389367467838
99,Biopower,p94,2012,138624.16416,74.85704865,13.5,SO2,0.0005400000000259696,0.8329389367467838
100,Biopower,p96,2012,132354.7296,17.8678885,13.5,NOX,0.0001350000000302218,0.8329389367467838
101,Biopower,p96,2012,132354.7296,71.47155398,13.5,SO2,0.0005399999999697782,0.8329389367467838
102,Biopower,p98,2012,77601.888,11.44627848,13.5,NOX,0.00014749999999999998,0.8329389367467838
103,Biopower,p98,2012,77601.888,45.82391486,13.5,SO2,0.0005904999999484548,0.8329389367467838
104,Biopower,p99,2012,139518.288,22.22303429,13.5,NOX,0.0001592840236829741,0.8329389367467838
105,Biopower,p99,2012,139518.288,88.92103147,13.5,SO2,0.0006373431952519372,0.8329389367467838
106,Biopower,p10,2014,74639.7468988235,10.83934585,13.5,NOX,0.00014522216781754458,0.8329389367467838
107,Biopower,p10,2014,74639.7468988235,43.34708826,13.5,SO2,0.0005807507402022454,0.8329389367467838
108,Biopower,p101,2014,740325.7256,100.8966187,13.5,NOX,0.00013628679270631577,0.8329389367467838
109,Biopower,p101,2014,740325.7256,403.567033,13.5,SO2,0.0005451209096819207,0.8329389367467838
110,Biopower,p103,2014,124191.69453176478,17.67961914,13.5,NOX,0.00014235749988480948,0.8329389367467838
111,Biopower,p103,2014,124191.69453176478,70.66423294,13.5,SO2,0.0005689932262090688,0.8329389367467838
112,Biopower,p112,2014,16879.23456,2.278696666,13.5,NOX,0.00013500000002369776,0.8329389367467838
113,Biopower,p112,2014,16879.23456,9.114786662,13.5,SO2,0.0005399999999763023,0.8329389367467838
114,Biopower,p122,2014,2063.88,0.2786238,13.5,NOX,0.00013499999999999997,0.8329389367467838
115,Biopower,p122,2014,2063.88,1.1144952,13.5,SO2,0.0005399999999999999,0.8329389367467838
116,Biopower,p127,2014,69957.35999999999,12.80144662,13.5,NOX,0.0001829892754672275,0.8329389367467838
117,Biopower,p127,2014,69957.35999999999,51.22767968,13.5,SO2,0.0007322700525005519,0.8329389367467838
118,Biopower,p129,2014,29719.872,4.291219296,13.5,NOX,0.00014438888888888891,0.8329389367467838
119,Biopower,p129,2014,29719.872,17.12194848,13.5,SO2,0.0005761111111111111,0.8329389367467838
120,Biopower,p130,2014,364458.2662588235,49.2719893,13.5,NOX,0.00013519240434790695,0.8329389367467838
121,Biopower,p130,2014,364458.2662588235,197.0916479,13.5,SO2,0.0005407797439283034,0.8329389367467838
122,Biopower,p132,2014,192835.932,26.03285082,13.5,NOX,0.000135,0.8329389367467838
123,Biopower,p132,2014,192835.932,104.1314033,13.5,SO2,0.0005400000001037151,0.8329389367467838
124,Biopower,p134,2014,53743.4352,7.42790412,13.5,NOX,0.00013821044546850997,0.8329389367467838
125,Biopower,p134,2014,53743.4352,29.71161648,13.5,SO2,0.0005528417818740399,0.8329389367467838
126,Biopower,p15,2014,120096.67872,16.21305163,13.5,NOX,0.00013500000002331455,0.8329389367467838
127,Biopower,p15,2014,120096.67872,64.85220651,13.5,SO2,0.000540000000009992,0.8329389367467838
128,Biopower,p16,2014,36839.472,4.97332872,13.5,NOX,0.00013499999999999997,0.8329389367467838
129,Biopower,p16,2014,36839.472,19.89331488,13.5,SO2,0.0005399999999999999,0.8329389367467838
130,Biopower,p25,2014,22103.6832,2.983997232,13.5,NOX,0.000135,0.8329389367467838
131,Biopower,p25,2014,22103.6832,11.93598893,13.5,SO2,0.0005400000000904827,0.8329389367467838
132,Biopower,p3,2014,12140.4705882353,1.772508706,13.5,NOX,0.00014600000000969043,0.8329389367467838
133,Biopower,p3,2014,12140.4705882353,7.114315765,13.5,SO2,0.000586000000024226,0.8329389367467838
134,Biopower,p33,2014,92835.46944,12.53278837,13.5,NOX,0.00013499999995260432,0.8329389367467838
135,Biopower,p33,2014,92835.46944,50.1311535,13.5,SO2,0.0005400000000258523,0.8329389367467838
136,Biopower,p43,2014,78320.79272637289,11.27365718,13.5,NOX,0.0001439420719270099,0.8329389367467838
137,Biopower,p43,2014,78320.79272637289,45.15299125,13.5,SO2,0.00057651346057936,0.8329389367467838
138,Biopower,p46,2014,41741.90688,6.129250301,13.5,NOX,0.00014683685435407687,0.8329389367467838
139,Biopower,p46,2014,41741.90688,24.52319284,13.5,SO2,0.000587495748828617,0.8329389367467838
140,Biopower,p5,2014,54522.41856,7.360526506,13.5,NOX,0.00013500000000733645,0.8329389367467838
141,Biopower,p5,2014,54522.41856,29.44210602,13.5,SO2,0.0005399999999559814,0.8329389367467838
142,Biopower,p63,2014,214752.066,28.99152891,13.5,NOX,0.000135,0.8329389367467838
143,Biopower,p63,2014,214752.066,115.9661156,13.5,SO2,0.0005399999998137387,0.8329389367467838
144,Biopower,p66,2014,708044.026592593,95.58594359,13.5,NOX,0.00013499999999999992,0.8329389367467838
145,Biopower,p66,2014,708044.026592593,382.3437744,13.5,SO2,0.0005400000000564932,0.8329389367467838
146,Biopower,p70,2014,6966.0384,0.940415184,13.5,NOX,0.000135,0.8329389367467838
147,Biopower,p70,2014,6966.0384,3.761660736,13.5,SO2,0.00054,0.8329389367467838
148,Biopower,p75,2014,304535.80764,41.11233403,13.5,NOX,0.00013499999999540282,0.8329389367467838
149,Biopower,p75,2014,304535.80764,164.4493361,13.5,SO2,0.0005399999999159377,0.8329389367467838
150,Biopower,p76,2014,9052.01976,1.222022668,13.5,NOX,0.00013500000004418905,0.8329389367467838
151,Biopower,p76,2014,9052.01976,4.88809067,13.5,SO2,0.0005399999999558111,0.8329389367467838
152,Biopower,p77,2014,10345.16544,1.396597334,13.5,NOX,0.0001349999999613346,0.8329389367467838
153,Biopower,p77,2014,10345.16544,5.586389338,13.5,SO2,0.0005400000000386654,0.8329389367467838
154,Biopower,p78,2014,27864.1536,3.761660736,13.5,NOX,0.000135,0.8329389367467838
155,Biopower,p78,2014,27864.1536,15.04664294,13.5,SO2,0.0005399999998564463,0.8329389367467838
156,Biopower,p79,2014,13932.0768,1.880830368,13.5,NOX,0.000135,0.8329389367467838
157,Biopower,p79,2014,13932.0768,7.523321472,13.5,SO2,0.00054,0.8329389367467838
158,Biopower,p80,2014,20196.5232,2.726530632,13.5,NOX,0.000135,0.8329389367467838
159,Biopower,p80,2014,20196.5232,10.90612253,13.5,SO2,0.0005400000000990269,0.8329389367467838
160,Biopower,p9,2014,206293.45310117642,27.92694111,13.5,NOX,0.0001353748298367145,0.8329389367467838
161,Biopower,p9,2014,206293.45310117642,111.7232294,13.5,SO2,0.0005415742851771716,0.8329389367467838
162,Biopower,p94,2014,526772.77856,71.11432511,13.5,NOX,0.00013500000000835275,0.8329389367467838
163,Biopower,p94,2014,526772.77856,284.4573004,13.5,SO2,0.000539999999957477,0.8329389367467838
164,Biopower,p96,2014,434705.7696,58.6852789,13.5,NOX,0.00013500000000920163,0.8329389367467838
165,Biopower,p96,2014,434705.7696,234.7411156,13.5,SO2,0.0005400000000368065,0.8329389367467838
166,Biopower,p98,2014,117393.4944,18.74085595,13.5,NOX,0.00015964135019393375,0.8329389367467838
167,Biopower,p98,2014,117393.4944,74.9560764,13.5,SO2,0.00063850281298041,0.8329389367467838
168,Biopower,p99,2014,521227.99392,75.78759194,13.5,NOX,0.00014540199840385427,0.8329389367467838
169,Biopower,p99,2014,521227.99392,303.2345741,13.5,SO2,0.000581769547371129,0.8329389367467838
170,Biopower,p10,2016,56356.1981929412,7.893387815,13.5,NOX,0.00014006246106197903,0.8329389367467838
171,Biopower,p10,2016,56356.1981929412,31.57355126,13.5,SO2,0.0005602498442479161,0.8329389367467838
172,Biopower,p101,2016,505372.606125,68.22530183,13.5,NOX,0.00013500000000618356,0.8329389367467838
173,Biopower,p101,2016,505372.606125,272.9012073,13.5,SO2,0.0005399999999851594,0.8329389367467838
174,Biopower,p103,2016,31273.574016,4.221932492,13.5,NOX,0.00013499999999488384,0.8329389367467838
175,Biopower,p103,2016,31273.574016,16.88772997,13.5,SO2,0.0005400000000434871,0.8329389367467838
176,Biopower,p112,2016,14146.357248,1.909758228,13.5,NOX,0.000134999999966069,0.8329389367467838
177,Biopower,p112,2016,14146.357248,7.639032914,13.5,SO2,0.0005400000000056552,0.8329389367467838
178,Biopower,p122,2016,2063.88,0.2786238,13.5,NOX,0.00013499999999999997,0.8329389367467838
179,Biopower,p122,2016,2063.88,1.1144952,13.5,SO2,0.0005399999999999999,0.8329389367467838
180,Biopower,p127,2016,38894.4,7.190235504,13.5,NOX,0.00018486557201036652,0.8329389367467838
181,Biopower,p127,2016,38894.4,28.75571352,13.5,SO2,0.0007393278600518326,0.8329389367467838
182,Biopower,p130,2016,219953.640333001,29.69374144,13.5,NOX,0.0001349999999774719,0.8329389367467838
183,Biopower,p130,2016,219953.640333001,118.7749658,13.5,SO2,0.0005400000000917441,0.8329389367467838
184,Biopower,p132,2016,101958.442875,13.76438979,13.5,NOX,0.00013500000001838986,0.8329389367467838
185,Biopower,p132,2016,101958.442875,55.05755915,13.5,SO2,0.0005399999999754802,0.8329389367467838
186,Biopower,p134,2016,28715.676792,3.876616367,13.5,NOX,0.00013500000000278594,0.8329389367467838
187,Biopower,p134,2016,28715.676792,15.50646547,13.5,SO2,0.0005400000000807922,0.8329389367467838
188,Biopower,p15,2016,67964.64952,9.175227685,13.5,NOX,0.00013499999999705726,0.8329389367467838
189,Biopower,p15,2016,67964.64952,36.70091074,13.5,SO2,0.000539999999988229,0.8329389367467838
190,Biopower,p16,2016,9171.0288,1.238088888,13.5,NOX,0.000135,0.8329389367467838
191,Biopower,p16,2016,9171.0288,4.952355552,13.5,SO2,0.00054,0.8329389367467838
192,Biopower,p25,2016,6436.22958529412,0.868890994,13.5,NOX,0.0001349999999977151,0.8329389367467838
193,Biopower,p25,2016,6436.22958529412,3.475563976,13.5,SO2,0.0005399999999908604,0.8329389367467838
194,Biopower,p33,2016,25912.08,3.4981308,13.5,NOX,0.000135,0.8329389367467838
195,Biopower,p33,2016,25912.08,13.9925232,13.5,SO2,0.00054,0.8329389367467838
196,Biopower,p43,2016,24155.602576,3.261006348,13.5,NOX,0.00013500000000993558,0.8329389367467838
197,Biopower,p43,2016,24155.602576,13.04402539,13.5,SO2,0.0005399999999569458,0.8329389367467838
198,Biopower,p46,2016,12325.558304,1.663950371,13.5,NOX,0.00013499999999675471,0.8329389367467838
199,Biopower,p46,2016,12325.558304,6.655801484,13.5,SO2,0.0005399999999870189,0.8329389367467838
200,Biopower,p5,2016,10352.8120947059,1.397629633,13.5,NOX,0.00013500000002073868,0.8329389367467838
201,Biopower,p5,2016,10352.8120947059,5.590518531,13.5,SO2,0.0005399999999863626,0.8329389367467838
202,Biopower,p63,2016,72772.25,9.82425375,13.5,NOX,0.000135,0.8329389367467838
203,Biopower,p63,2016,72772.25,39.297015,13.5,SO2,0.00054,0.8329389367467838
204,Biopower,p66,2016,388625.796296296,52.4644825,13.5,NOX,0.0001350000000000001,0.8329389367467838
205,Biopower,p66,2016,388625.796296296,209.85793,13.5,SO2,0.0005400000000000004,0.8329389367467838
206,Biopower,p70,2016,3449.12476,0.465631843,13.5,NOX,0.00013500000011597144,0.8329389367467838
207,Biopower,p70,2016,3449.12476,1.86252737,13.5,SO2,0.0005399999998840285,0.8329389367467838
208,Biopower,p75,2016,181416.811287,24.49126952,13.5,NOX,0.00013499999997935693,0.8329389367467838
209,Biopower,p75,2016,181416.811287,97.96507809,13.5,SO2,0.0005399999999725494,0.8329389367467838
210,Biopower,p76,2016,5667.386438,0.765097169,13.5,NOX,0.00013499999997706173,0.8329389367467838
211,Biopower,p76,2016,5667.386438,3.060388677,13.5,SO2,0.0005400000000846951,0.8329389367467838
212,Biopower,p77,2016,6162.779152,0.831975186,13.5,NOX,0.00013500000007788694,0.8329389367467838
213,Biopower,p77,2016,6162.779152,3.327900742,13.5,SO2,0.0005399999999870189,0.8329389367467838
214,Biopower,p78,2016,18164.26608,2.452175921,13.5,NOX,0.00013500000001101062,0.8329389367467838
215,Biopower,p78,2016,18164.26608,9.808703683,13.5,SO2,0.0005399999999889893,0.8329389367467838
216,Biopower,p79,2016,9082.13304,1.22608796,13.5,NOX,0.0001349999999559575,0.8329389367467838
217,Biopower,p79,2016,9082.13304,4.904351842,13.5,SO2,0.0005400000000440425,0.8329389367467838
218,Biopower,p80,2016,12392.4643500001,1.672982687,13.5,NOX,0.00013499999997982536,0.8329389367467838
219,Biopower,p80,2016,12392.4643500001,6.691930749,13.5,SO2,0.0005399999999999957,0.8329389367467838
220,Biopower,p9,2016,226574.28180705872,30.62626713,13.5,NOX,0.00013517097741958225,0.8329389367467838
221,Biopower,p9,2016,226574.28180705872,122.5128164,13.5,SO2,0.0005407181054393757,0.8329389367467838
222,Biopower,p94,2016,441484.232448,59.60037138,13.5,NOX,0.00013499999999891276,0.8329389367467838
223,Biopower,p94,2016,441484.232448,238.4014855,13.5,SO2,0.0005399999999503493,0.8329389367467838
224,Biopower,p96,2016,375574.3176,50.70253288,13.5,NOX,0.00013500000001065036,0.8329389367467838
225,Biopower,p96,2016,375574.3176,202.8101315,13.5,SO2,0.0005399999999893497,0.8329389367467838
226,Biopower,p97,2016,33101.46528,4.468697813,13.5,NOX,0.00013500000000604204,0.8329389367467838
227,Biopower,p97,2016,33101.46528,17.87479125,13.5,SO2,0.000539999999963748,0.8329389367467838
228,Biopower,p99,2016,296149.60572000005,40.21547909,13.5,NOX,0.00013579447114990404,0.8329389367467838
229,Biopower,p99,2016,296149.60572000005,160.8866829,13.5,SO2,0.0005432615130749599,0.8329389367467838
230,Biopower,p10,2018,179043.33444,24.17085015,13.5,NOX,0.00013500000000335114,0.8329389367467838
231,Biopower,p10,2018,179043.33444,96.6834006,13.5,SO2,0.0005400000000134045,0.8329389367467838
232,Biopower,p101,2018,612219.585,82.64964398,13.5,NOX,0.000135000000008167,0.8329389367467838
233,Biopower,p101,2018,612219.585,330.5985759,13.5,SO2,0.00054,0.8329389367467838
234,Biopower,p103,2018,47560.12990588239,6.420617537,13.5,NOX,0.00013499999999381577,0.8329389367467838
235,Biopower,p103,2018,47560.12990588239,25.68247015,13.5,SO2,0.000540000000017315,0.8329389367467838
236,Biopower,p112,2018,14146.357248,1.909758228,13.5,NOX,0.000134999999966069,0.8329389367467838
237,Biopower,p112,2018,14146.357248,7.639032914,13.5,SO2,0.0005400000000056552,0.8329389367467838
238,Biopower,p122,2018,2063.88,0.2786238,13.5,NOX,0.00013499999999999997,0.8329389367467838
239,Biopower,p122,2018,2063.88,1.1144952,13.5,SO2,0.0005399999999999999,0.8329389367467838
240,Biopower,p127,2018,38894.4,7.195464,13.5,NOX,0.000185,0.8329389367467838
241,Biopower,p127,2018,38894.4,28.781856,13.5,SO2,0.00074,0.8329389367467838
242,Biopower,p130,2018,194029.576884979,26.19399288,13.5,NOX,0.00013500000000272037,0.8329389367467838
243,Biopower,p130,2018,194029.576884979,104.7759715,13.5,SO2,0.0005399999999078044,0.8329389367467838
244,Biopower,p132,2018,92501.336625,12.48768044,13.5,NOX,0.0001349999999527034,0.8329389367467838
245,Biopower,p132,2018,92501.336625,49.95072178,13.5,SO2,0.0005400000000270267,0.8329389367467838
246,Biopower,p133,2018,10053.8307140211,1.357267146,13.5,NOX,0.0001349999999609255,0.8329389367467838
247,Biopower,p133,2018,10053.8307140211,5.429068586,13.5,SO2,0.000540000000042631,0.8329389367467838
248,Biopower,p134,2018,31021.735776,4.18793433,13.5,NOX,0.00013500000000773652,0.8329389367467838
249,Biopower,p134,2018,31021.735776,16.75173732,13.5,SO2,0.0005400000000309461,0.8329389367467838
250,Biopower,p15,2018,64651.51152,8.727954055,13.5,NOX,0.00013499999999690647,0.8329389367467838
251,Biopower,p15,2018,64651.51152,34.91181622,13.5,SO2,0.0005399999999876259,0.8329389367467838
252,Biopower,p16,2018,12753.861,1.721771235,13.5,NOX,0.000135,0.8329389367467838
253,Biopower,p16,2018,12753.861,6.88708494,13.5,SO2,0.00054,0.8329389367467838
254,Biopower,p25,2018,8361.1872,1.128760272,13.5,NOX,0.000135,0.8329389367467838
255,Biopower,p25,2018,8361.1872,4.515041088,13.5,SO2,0.00054,0.8329389367467838
256,Biopower,p33,2018,25912.08,3.4981308,13.5,NOX,0.000135,0.8329389367467838
257,Biopower,p33,2018,25912.08,13.9925232,13.5,SO2,0.00054,0.8329389367467838
258,Biopower,p43,2018,29870.984976,4.032582972,13.5,NOX,0.00013500000000803456,0.8329389367467838
259,Biopower,p43,2018,29870.984976,16.13033189,13.5,SO2,0.0005400000000990928,0.8329389367467838
260,Biopower,p46,2018,11907.496832,1.607512072,13.5,NOX,0.00013499999997312615,0.8329389367467838
261,Biopower,p46,2018,11907.496832,6.430048289,13.5,SO2,0.0005399999999764854,0.8329389367467838
262,Biopower,p5,2018,28841.90256,3.893656846,13.5,NOX,0.0001350000000138687,0.8329389367467838
263,Biopower,p5,2018,28841.90256,15.57462738,13.5,SO2,0.0005399999999167878,0.8329389367467838
264,Biopower,p63,2018,117757.5,15.8972625,13.5,NOX,0.000135,0.8329389367467838
265,Biopower,p63,2018,117757.5,63.58905,13.5,SO2,0.00054,0.8329389367467838
266,Biopower,p66,2018,343640.546296296,46.39147375,13.5,NOX,0.00013500000000000014,0.8329389367467838
267,Biopower,p66,2018,343640.546296296,185.565895,13.5,SO2,0.0005400000000000005,0.8329389367467838
268,Biopower,p70,2018,3721.09276,0.502347523,13.5,NOX,0.00013500000010749529,0.8329389367467838
269,Biopower,p70,2018,3721.09276,2.00939009,13.5,SO2,0.0005399999998925047,0.8329389367467838
