Common_name,Ecoinvent_name,Ecoinvent_code
Bromine,Bromine,d32f9dd8-9514-4c22-8c99-2e108609731f
Butane,Butane,fa5512cf-04a2-4014-8e96-d3e2d137f0df
Butane,Butane,892f10da-7bf2-42b3-b171-221989661a05
Cadmium,Cadmium,36e53653-1338-42c7-816c-f6667809e0b1
Cadmium,Cadmium,e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3
"Cadmium, ion","Cadmium, ion",af83b42f-a4e6-4457-be74-46a87798f82a
Calcium,Calcium,a912f450-5233-489b-a2e9-8c029fab480f
"Carbon dioxide, fossil","Carbon dioxide, fossil",aa7cac3a-3625-41d4-bc54-33e2cf11ec46
"Carbon dioxide, fossil","Carbon dioxide, fossil",349b29d1-3e58-4c66-98b9-9d1a076efd2e
"Carbon dioxide, fossil","Carbon dioxide, fossil",f9749677-9c9f-4678-ab55-c607dfdc2cb9
"Carbon dioxide, from soil or biomass stock","Carbon dioxide, from soil or biomass stock",78eb1859-abd9-44c6-9ce3-f3b5b33d619c
"Carbon dioxide, non-fossil","Carbon dioxide, non-fossil",eba59fd6-f37e-41dc-9ca3-c7ea22d602c7
"Carbon dioxide, non-fossil","Carbon dioxide, non-fossil",d6235194-e4e6-4548-bfa3-ac095131aef4
Carbon disulfide,Carbon disulfide,15f9ebbb-b1b5-4bf7-88c6-d99424f5eced
"Carbon monoxide, fossil","Carbon monoxide, fossil",099b36ab-4c03-4587-87f4-2f81e337afb8
"Carbon monoxide, fossil","Carbon monoxide, fossil",6edcc2df-88a3-48e1-83d8-ffc38d31c35b
"Carbon monoxide, non-fossil","Carbon monoxide, non-fossil",9afa0173-ecbd-4f2c-9c5c-b3128a032812
"Carbon monoxide, non-fossil","Carbon monoxide, non-fossil",b821ad93-ba6a-4d74-b6ae-ca12cd9563d7
Carbon-14,Carbon-14,19256c0f-bea8-4e61-9499-8cc2f84953f8
Cerium-141,Cerium-141,af99ce19-4a31-4c6f-b050-491e2b6f1ad1
Cerium-144,Cerium-144,6f020607-b818-408d-a4b0-2c6465a6826d
Cesium-134,Cesium-134,fe9552bd-49c9-4e37-8c13-eeee4ddb8e34
Cesium-136,Cesium-136,fd000a8d-2e90-4042-b148-cfb6bdfbbff5
Cesium-137,Cesium-137,42901ad7-4be5-47d9-82cd-380ca34281c1
Cesium-137,Cesium-137,a9e65945-a4dd-42c2-89cf-81ad2eb6b0fd
Chloride,Chloride,5e050fab-1837-4c42-b597-ed2f376f768f
Chlorine,Chlorine,247ac273-60fa-4e21-9408-793f75fa1d37
Chloroform,Chloroform,fa9b9736-6de8-4bd6-ba22-1bd78c798373
Chromium,Chromium,7705f0e1-5b14-44f4-b330-1245b5c7fc08
Chromium,Chromium,4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5
Chromium VI,Chromium VI,7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a
Chromium VI,Chromium VI,03b279a7-4626-4703-a451-d0650599dbd9
Chromium-51,Chromium-51,7529a948-b5ac-4eb9-8349-2a3677b8fe14
"Chromium, ion","Chromium, ion",e34d3da4-a3d5-41be-84b5-458afe32c990
Cobalt,Cobalt,b10faa87-2c1d-4f6e-aa65-9f80b376939a
Cobalt,Cobalt,ca04300a-8338-4601-ba7c-66c10a4f6322
Cobalt,Cobalt,d4291dd5-dae8-47fa-bf06-466fcecbc210
Cobalt-57,Cobalt-57,de30c59a-c312-4a4e-8025-df5aa48c83e3
Cobalt-58,Cobalt-58,033fb239-a6c7-4486-9f92-f5a80b346778
Cobalt-58,Cobalt-58,f7fc4f19-e01f-4909-aab5-f7612354e7a0
Cobalt-60,Cobalt-60,0fc1db69-f50d-4a88-b9d8-1446e691063c
Cobalt-60,Cobalt-60,441ef9b3-0df0-461b-bd84-358973e0c2ca
"COD, Chemical Oxygen Demand","COD, Chemical Oxygen Demand",fc0b5c85-3b49-42c2-a3fd-db7e57b696e3
,,
Copper,Copper,88cde01c-df69-40bb-9b14-6eac71bea5b8
Copper,Copper,e336eee7-148a-4d1c-8027-780cbfafa12b
"Copper, ion","Copper, ion",6d9550e2-e670-44c1-bad8-c0c4975ffca7
Cumene,Cumene,1a796dc4-5dcb-40da-a609-3a5a40655fad
Cyanide,Cyanide,9e8d685c-9948-4dc0-9c0b-d5c511e14d05
Dinitrogen monoxide,Dinitrogen monoxide,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb
Dinitrogen monoxide,Dinitrogen monoxide,afd6d670-bbb0-4625-9730-04088a5b035e
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",237a5f15-8119-472a-8988-88b7ecb42405
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",f77c5e36-ee47-4437-b757-03139bb1d6d6
"DOC, Dissolved Organic Carbon","DOC, Dissolved Organic Carbon",960c0f37-f34c-4fc1-b77c-22d8b35fd8d5
"Energy, geothermal, converted","Energy, geothermal, converted",8bc09c04-2190-4ee2-9ee2-ae988ccd4e0c
"Energy, kinetic (in wind), converted","Energy, kinetic (in wind), converted",57c71b25-4663-4fad-9167-7ce5be3e8268
"Energy, potential (in hydropower reservoir), converted","Energy, potential (in hydropower reservoir), converted",c0dd7ccd-9e7a-42b3-b899-dfd18c2150ca
"Energy, solar, converted","Energy, solar, converted",a7ff17d4-d3fe-4a70-9f2e-392b34630772
Ethane,Ethane,e7e0031e-791d-42f4-b26c-ec322db637bc
Ethane,Ethane,9ea11aea-7cb7-4b38-b936-a42c2a4bac97
"Ethane, 1,1,1-trichloro-, HCFC-140","Ethane, 1,1,1-trichloro-, HCFC-140",99585564-bfce-4845-9aaa-2f24b8f26a41
"Ethane, 1,2-dichloro-","Ethane, 1,2-dichloro-",89324b2f-1e73-4eb1-9716-96b9be0349ac
Ethanol,Ethanol,379a827c-3290-4810-9689-b9e892945836
"Ethene, tetrachloro-","Ethene, tetrachloro-",754028fd-e650-4804-922e-694a764ba578
Fluoride,Fluoride,00d2fef1-e4d4-4a16-8e81-b8cc514e4c25
Fluorine,Fluorine,aa567547-9821-456a-8412-e726735eeb29
Formaldehyde,Formaldehyde,20664d0e-24e3-4daa-8c5c-2ade6e0c2723
Formaldehyde,Formaldehyde,9167dca7-615e-435c-8ba6-dbbf50e50e34
Furan,Furan,142ce3b0-4bd6-47a3-9991-7c657c947ffe
"Heat, waste","Heat, waste",b411ec8b-c60a-4235-a3b2-8bf8443cbc55
"Heat, waste","Heat, waste",07f704a2-2746-4364-bcfd-606cefc30715
"Heat, waste","Heat, waste",152e5a83-96e8-4f54-af42-4f0925a771ac
Hexane,Hexane,41067ac7-bf36-47ef-a19f-683d9b758a28
Hexane,Hexane,3bbc78d0-08c4-48ef-a863-704e32fddcb3
"Hydrocarbons, aliphatic, alkanes, cyclic","Hydrocarbons, aliphatic, alkanes, cyclic",5f4baaf6-055e-491e-9852-258897ab5194
"Hydrocarbons, aliphatic, alkanes, unspecified","Hydrocarbons, aliphatic, alkanes, unspecified",bfa26b15-5340-441e-acb4-0bb19a4028d3
"Hydrocarbons, aliphatic, alkanes, unspecified","Hydrocarbons, aliphatic, alkanes, unspecified",17a98e7f-a8fd-431d-9bb6-6c4bf3fc5517
"Hydrocarbons, aliphatic, unsaturated","Hydrocarbons, aliphatic, unsaturated",34837fe3-4332-493c-86bb-95a207d9c234
"Hydrocarbons, aliphatic, unsaturated","Hydrocarbons, aliphatic, unsaturated",2d50f4c8-a917-4496-a7d9-470b080faf68
"Hydrocarbons, aromatic","Hydrocarbons, aromatic",8b5d5c1d-c786-4367-94f0-fae42cd3ac0a
"Hydrocarbons, chlorinated","Hydrocarbons, chlorinated",d6626dfb-3ac8-4169-9e75-54c41ef2a582
"Hydrocarbons, unspecified","Hydrocarbons, unspecified",49c42751-1b0b-4ab1-8e70-032e991ce6fd
Hydrogen chloride,Hydrogen chloride,68e32537-beae-41c2-be72-74df4d273c11
Hydrogen chloride,Hydrogen chloride,afcbd980-14c2-4e1d-a0aa-5f6464e5c76b
Hydrogen fluoride,Hydrogen fluoride,8b7dc667-f04e-492c-a161-80b1482126b0
Hydrogen fluoride,Hydrogen fluoride,257eacb9-96fe-4a3d-961a-f5e6c7823ff0
"Hydrogen-3, Tritium","Hydrogen-3, Tritium",134ec0d7-3701-473c-a1a1-1982fd48ef4d
Hypochlorite,Hypochlorite,84f7125c-2ada-4bb1-abc6-554c40d1eeed
Hypochlorite,Hypochlorite,d4f02ee2-ecb5-4572-91c8-c20cd2abb2c3
Iodine,Iodine,1471acca-34ab-4e04-9bd6-e3825b20580f
Iodine-131,Iodine-131,03e91172-fca0-47f3-9014-22ae3136251b
Iodine-131,Iodine-131,ab9fef9d-1b47-4d79-a28a-0132dfa18020
Iodine-133,Iodine-133,c708b024-c922-4c43-8a49-81c472c48f75
Iodine-133,Iodine-133,eadea134-34d3-4581-9b0b-a59533dfd526
Iron,Iron,32cd0492-c0cb-4898-a2b1-675eedc5b688
Iron-59,Iron-59,e43640a9-526c-42bd-86e5-4425c9e239ed
"Iron, ion","Iron, ion",7c335b9c-a403-47a8-bb6d-2e7d3c3a230e
Krypton-85m,Krypton-85m,8aa45af3-ff38-4330-9870-81fd360db53b
Lanthanum-140,Lanthanum-140,90a39372-8b3f-4c99-acfd-6ea211791714
Lead,Lead,6a903634-c97f-4c49-a7c0-88f0e6ac7a23
Lead,Lead,2718482b-8399-442e-b89a-52fbcc22d2e6
Lead,Lead,b3ebdcc3-c588-4997-95d2-9785b26b34e1
Lead-210,Lead-210,e8783a01-d3f5-4c08-b7b0-12af0f33c20d
m-Xylene,m-Xylene,10571d92-ea97-4ac6-adb6-b25893a631cb
Magnesium,Magnesium,ebfe261d-ab0d-4ade-8743-183c8c6bdcc6
Magnesium,Magnesium,0437e787-ef47-4a50-b11f-df7c743e860c
Manganese,Manganese,b0546417-3064-4878-bd6f-2da75cefdf63
Manganese,Manganese,2460f868-54a9-404c-bec8-c809a44ae72c
Manganese,Manganese,f532985c-90b7-46fc-aac9-b039b40e22f1
Manganese-54,Manganese-54,9a12a4c4-c03e-43fb-a448-4d911f539e64
Mercury,Mercury,a850e6de-a007-432f-be7f-ce6e2cf1f2ae
Mercury,Mercury,5ec9c16a-959d-44cd-be7d-a935727d2151
Mercury,Mercury,66bfb434-78ab-4183-b1a7-7f87d08974fa
"Methane, dichloro-, HCC-30","Methane, dichloro-, HCC-30",d4b61c6c-a620-4a91-afc6-ca87ef97b55a
"Methane, fossil","Methane, fossil",70ef743b-3ed5-4a6d-b192-fb6d62378555
"Methane, fossil","Methane, fossil",5f7aad3d-566c-4d0d-ad59-e765f971aa0f
"Methane, monochloro-, R-40","Methane, monochloro-, R-40",ed63abd0-7cc6-4825-8759-b367e560fe95
"Methane, non-fossil","Methane, non-fossil",baf58fc9-573c-419c-8c16-831ac03203b9
"Methane, non-fossil","Methane, non-fossil",57bdb443-d4a6-423d-8024-959b8261d02e
Methanol,Methanol,f873299d-0675-4fdc-ad01-c5a4b951b583
Molybdenum,Molybdenum,5fa36ce3-aed0-443b-a09d-4cdf25b41995
Molybdenum,Molybdenum,c26d4716-ce1e-43da-a662-cd9498b1e8bc
Molybdenum-99,Molybdenum-99,a7ea85d9-b9d1-4054-ba58-4e6bf4d858d0
Nickel,Nickel,e43a270f-4f88-4789-a0b8-7aba56677743
Nickel,Nickel,e8fc62ba-678e-4706-97d2-b79d83e227d5
"Nickel, ion","Nickel, ion",9798359e-a3ee-4362-a038-23a188582c6e
Niobium-95,Niobium-95,6f1e995b-5915-4363-bd2c-d1e76ee446e0
Niobium-95,Niobium-95,dec2d31c-00b1-454a-9b2a-37875c0af04a
Nitrogen,Nitrogen,ae70ca6c-807a-482b-9ddc-e449b4893fe3
Nitrogen oxides,Nitrogen oxides,d068f3e2-b033-417b-a359-ca4f25da9731
Nitrogen oxides,Nitrogen oxides,77357947-ccc5-438e-9996-95e65e1e1bce
"NMVOC, non-methane volatile organic compounds, unspecified origin","NMVOC, non-methane volatile organic compounds, unspecified origin",175baa64-d985-4c5e-84ef-67cc3a1cf952
"NMVOC, non-methane volatile organic compounds, unspecified origin","NMVOC, non-methane volatile organic compounds, unspecified origin",33b38ccb-593b-4b11-b965-10d747ba3556
"Noble gases, radioactive, unspecified","Noble gases, radioactive, unspecified",bd64a010-0115-47ca-942f-cbdac1d26b87
"Occupation, industrial area","Occupation, industrial area",fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b
"Occupation, lake, artificial","Occupation, lake, artificial",69dfa439-8e4e-4cae-bb0c-85a8aa8b9a73
"Occupation, river, artificial","Occupation, river, artificial",c14ea750-4a9f-41fa-bcc1-4a1d84466f43
"Occupation, traffic area, rail network","Occupation, traffic area, rail network",062a6faf-b1a5-4a6a-aa02-47ae3ec566a8
"Occupation, traffic area, road network","Occupation, traffic area, road network",26efe47c-92a5-4dea-b4d0-eac13e418a58
"Oils, unspecified","Oils, unspecified",82c27b2a-69a8-4b1e-ad4e-4de9475630c6
"PAH, polycyclic aromatic hydrocarbons","PAH, polycyclic aromatic hydrocarbons",9d1efa17-070a-4602-a65f-daf5056b0647
"PAH, polycyclic aromatic hydrocarbons","PAH, polycyclic aromatic hydrocarbons",13d898ac-b9be-4723-a153-565e2a9144ac
"Particulates, < 2.5 um","Particulates, < 2.5 um",230d8a0a-517c-43fe-8357-1818dd12997a
"Particulates, < 2.5 um","Particulates, < 2.5 um",66f50b33-fd62-4fdd-a373-c5b0de7de00d
"Particulates, > 10 um","Particulates, > 10 um",1eb1b94c-e9d8-47ab-969b-9cca920157d8
"Particulates, > 10 um","Particulates, > 10 um",7678cec7-b8e1-439d-8242-99cd452834b1
"Particulates, > 2.5 um, and < 10um","Particulates, > 2.5 um, and < 10um",ccb169c3-8aae-4727-89bb-a7dd122946f3
"Particulates, > 2.5 um, and < 10um","Particulates, > 2.5 um, and < 10um",295c9740-6fdb-4676-9eb8-15e3786f713d
Pentane,Pentane,2f052025-4072-4d8e-b22d-68d50bfb260c
Pentane,Pentane,0b9698ec-8b52-4986-8f9f-ad30915aa00c
Phenol,Phenol,63974d2c-11f3-45eb-be9c-726261b04d85
"Phenol, pentachloro-","Phenol, pentachloro-",08b928d8-1812-4e0b-b057-4bcaaba24865
Phosphorus,Phosphorus,198ce8e3-f05a-4bec-9f7f-325347453326
Phosphorus,Phosphorus,b2631209-8374-431e-b7d5-56c96c6b6d79
Platinum,Platinum,d4238781-b3da-4efc-b20f-a5ec1d9d85b6
Polonium-210,Polonium-210,44dd80c7-9960-4881-8431-939509b81f53
Potassium,Potassium,aac39edf-68c5-4f38-9aa9-17e3ca265109
Potassium-40,Potassium-40,7069a2cd-257a-4a29-b10f-1e21ed853709
Propane,Propane,9beb60a3-3a8c-4345-9a0e-107eec2f709f
Propane,Propane,98c66fdb-091d-46e9-a533-686f821e8f6a
Propene,Propene,23856318-9583-426b-ab04-12e4506b60a8
Propionic acid,Propionic acid,0f907765-2a94-48a8-8978-55a2757d3e24
Propionic acid,Propionic acid,f1c0cd31-8d5e-4bc9-91f6-79e76329234e
Protactinium-234,Protactinium-234,fb13070e-06f1-4964-832f-a23945b880cc
"Radioactive species, alpha emitters","Radioactive species, alpha emitters",43b60c00-8156-49a1-9a9d-f68ccca0d000
"Radioactive species, other beta emitters","Radioactive species, other beta emitters",ca828b6a-5c31-4cce-941e-cc7c1900e6fe
Radium-226,Radium-226,d1679eda-eac2-4be4-876f-3be480c53dc4
Radium-228,Radium-228,793f8194-88c0-4315-b59e-58de48ba6ce4
Radon-220,Radon-220,e70d3563-78c4-42cf-8cf3-5ac42c499589
Radon-222,Radon-222,1551f1cd-7cb7-4f68-a628-cb9301323c7b
Ruthenium-103,Ruthenium-103,40d16700-3130-41da-8e94-e1b127741f59
Selenium,Selenium,e6551223-73b6-4289-b841-c5cdeb25abd9
Selenium,Selenium,a79be2ee-ac83-4328-a136-a34ba1f99089
Silver-110,Silver-110,2c9e7fba-dd57-4294-8a5e-2aa489930f69
Silver-110,Silver-110,9f826bcb-5efc-4977-93f2-8415e3f957df
Sodium,Sodium,98eb1d16-9d7a-4716-9be4-1449341a832f
Sodium-24,Sodium-24,b696e904-e0a3-4e5a-bca7-500e6661e665
Strontium,Strontium,890c2697-3463-4466-bebb-aecc1e1e730b
Strontium-89,Strontium-89,08b681c9-b5fc-46c8-beb5-5ee8bf31cef9
Strontium-90,Strontium-90,cebdf8ce-efe8-4218-a32c-612b14e352bb
Styrene,Styrene,2d456fb8-592b-46a7-97f0-81fc2a18e587
Sulfate,Sulfate,006aa3f7-59ba-450f-aa45-a2b2d1752647
Sulfate,Sulfate,37d35fd0-7f07-4b9b-92eb-de3c27050172
Sulfide,Sulfide,0e940fff-f3ba-41b4-a5c6-d53a88bfc707
Sulfite,Sulfite,ad0ce2f1-e6ca-4ab4-a9e7-b9c0137a8e00
Sulfur dioxide,Sulfur dioxide,8c52f40c-69b7-4538-8923-b371523c71f5
Sulfur dioxide,Sulfur dioxide,78c3efe4-421c-4d30-82e4-b97ac5124993
"Suspended solids, unspecified","Suspended solids, unspecified",3844f446-ded5-4727-8421-17a00ef4eba7
Technetium-99m,Technetium-99m,f09c1931-85fb-4f50-be9d-15d5c0f5e11e
Tellurium-123m,Tellurium-123m,2f36d881-55bd-44ed-a383-a97cd4c53b16
Tellurium-132,Tellurium-132,6d3849fb-dbf1-40cf-905e-ba11be1ba9f4
Thallium,Thallium,d9008a06-991c-4acc-a33e-5483ffd2491e
Thorium-228,Thorium-228,bae57811-0343-41be-97cf-2c74279dd638
Thorium-230,Thorium-230,4eb24f81-0468-4b92-bae3-8b12dfc90438
Thorium-232,Thorium-232,4c54be62-05f1-4201-940d-f161537be704
Thorium-234,Thorium-234,8e2a5517-13ff-4423-b1ec-3632b0a72bf5
"Tin, ion","Tin, ion",3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70
"TOC, Total Organic Carbon","TOC, Total Organic Carbon",f65558fb-61a1-4e48-b4f2-60d62f14b085
Toluene,Toluene,39946c56-cdf6-4a22-9ac9-1cd333b65533
Toluene,Toluene,77f17646-cede-4a49-99dd-55950098b077
"Transformation, from pasture, man made","Transformation, from pasture, man made",2c126bcc-bb63-4d63-bd72-f02a1e616809
"Transformation, from shrub land, sclerophyllous","Transformation, from shrub land, sclerophyllous",17a5a406-333f-4b9e-8852-c2de50bc9585
"Transformation, from unspecified","Transformation, from unspecified",29630a65-f38c-48a5-9744-c0121f586640
"Transformation, to industrial area","Transformation, to industrial area",4624deff-2016-41d4-b2bf-3db8dab88779
"Transformation, to lake, artificial","Transformation, to lake, artificial",84b65d8f-2edd-4ddd-8f68-ca28d1c681b0
"Transformation, to river, artificial","Transformation, to river, artificial",090e9aa9-a9a9-4878-9634-3ad0ba7fbc91
Uranium-234,Uranium-234,ac98d2a4-4985-49f9-b4e2-fc896ef145b6
Uranium-238,Uranium-238,e6aafd63-a6d5-41f7-9b82-45f791c7037c
Vanadium,Vanadium,481c0dd4-3ab2-47b5-94c4-b990e8a9dde5
Vanadium,Vanadium,2cba713d-ab0b-44cb-babb-f8cac262554f
"Vanadium, ion","Vanadium, ion",a46a250e-297d-43e9-b1c4-052cdcfb79c5
"Volume occupied, reservoir","Volume occupied, reservoir",9a9d71c7-79f7-42d0-af47-282d22a7cf07
Water,Water,075e433b-4be4-448e-9510-9a5029c1ce94
Water,Water,2404b41a-2eed-4e9d-8ab6-783946fdf5d6
"Water, cooling, unspecified natural origin","Water, cooling, unspecified natural origin",fc1c42ce-a759-49fa-b987-f1ec5e503db1
"Water, turbine use, unspecified natural origin","Water, turbine use, unspecified natural origin",8c1494a5-4987-4715-aa2d-1908c495f4eb
Xenon-133,Xenon-133,f5f7c4c3-ce9d-47ec-8c97-62d70b286203
Xenon-135,Xenon-135,14ca107c-315a-410b-af1b-35a886faebce
Xylene,Xylene,a1d277aa-7aea-4b5e-8aa9-2789ba8ff333
Zinc,Zinc,748f22a9-eba4-4726-bef5-92c7442ce189
Zinc,Zinc,ada3ecfe-8244-4389-bcce-e83ca4f66e09
Zinc-65,Zinc-65,6fb4d755-f17a-4d1e-a5ce-aad7829ef61f
"Zinc, ion","Zinc, ion",541b633c-17a3-4047-bce6-0c0e4fdb7c10
Zirconium-95,Zirconium-95,8db2694c-9a3f-4f8d-a915-cd8a380f5394
Zirconium-95,Zirconium-95,fa260f53-4850-4585-9b67-5cdbc603c5ef
