,lcia,value,unit,year,method,Location,Process,Scenario,model,abbv,full,order_num
179,Global Warming,0.4450804392374278,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
180,Global Warming,0.4450804310901555,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
181,Global Warming,0.4450804392374278,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
182,Global Warming,0.4450804392374278,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Mid_Case_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
183,Global Warming,0.440382343936041,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price,ReEDS,Gwp100,Global Warming,0.0
184,Global Warming,0.4450804310901555,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_95by2050,ReEDS,Gwp100,Global Warming,0.0
185,Global Warming,0.4450803639946861,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Mid_Case,ReEDS,Gwp100,Global Warming,0.0
186,Global Warming,0.4471802791258586,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource,ReEDS,Gwp100,Global Warming,0.0
187,Global Warming,0.4450803961131394,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
188,Global Warming,0.445080439275367,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Mid_Case_100by2035,ReEDS,Gwp100,Global Warming,0.0
189,Global Warming,0.4430995853723584,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,PVB_100by2035,ReEDS,Gwp100,Global Warming,0.0
190,Global Warming,0.4450804141397323,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS,Gwp100,Global Warming,0.0
191,Global Warming,0.4456969497084624,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS,Gwp100,Global Warming,0.0
192,Global Warming,0.4403823766896808,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS,Gwp100,Global Warming,0.0
193,Global Warming,0.445080439275367,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS,Gwp100,Global Warming,0.0
194,Global Warming,0.4472083608658071,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS,Gwp100,Global Warming,0.0
195,Global Warming,0.4430998368441424,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS,Gwp100,Global Warming,0.0
196,Global Warming,0.4450804141397323,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS,Gwp100,Global Warming,0.0
197,Global Warming,0.4459891499475861,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
198,Global Warming,0.4450803639946861,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS,Gwp100,Global Warming,0.0
199,Global Warming,0.445080439275367,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS,Gwp100,Global Warming,0.0
200,Global Warming,0.4447680165053311,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS,Gwp100,Global Warming,0.0
201,Global Warming,0.4430995853723584,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS,Gwp100,Global Warming,0.0
202,Global Warming,0.4446054422924339,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
203,Global Warming,0.4471802505738229,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS,Gwp100,Global Warming,0.0
204,Global Warming,0.4403823766896808,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
205,Global Warming,0.4430996045703241,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
206,Global Warming,0.4447680165053311,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS,Gwp100,Global Warming,0.0
207,Global Warming,0.4447677559575282,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS,Gwp100,Global Warming,0.0
208,Global Warming,0.4459890106067363,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS,Gwp100,Global Warming,0.0
209,Global Warming,0.4456969497084624,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS,Gwp100,Global Warming,0.0
0,Global Warming,0.1189766337404154,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS,Gwp100,Global Warming,0.0
1,Global Warming,0.055103546063616,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS,Gwp100,Global Warming,0.0
2,Global Warming,0.2209127306520366,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
3,Global Warming,0.1168609282282252,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,DAC_95by2050,ReEDS,Gwp100,Global Warming,0.0
4,Global Warming,0.1163751507245665,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_NG_Price_NoNascent,ReEDS,Gwp100,Global Warming,0.0
5,Global Warming,0.0560526481033338,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_100by2035,ReEDS,Gwp100,Global Warming,0.0
6,Global Warming,0.07813313139461,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
7,Global Warming,0.1194411746161783,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS,Gwp100,Global Warming,0.0
8,Global Warming,0.1689391552603278,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS,Gwp100,Global Warming,0.0
9,Global Warming,0.1161170799808961,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS,Gwp100,Global Warming,0.0
10,Global Warming,0.1811260875170178,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS,Gwp100,Global Warming,0.0
11,Global Warming,0.0768885308073977,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
12,Global Warming,0.0551186300133483,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
13,Global Warming,0.0547170955268756,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS,Gwp100,Global Warming,0.0
14,Global Warming,0.0990248185476547,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS,Gwp100,Global Warming,0.0
15,Global Warming,0.076853858219493,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS,Gwp100,Global Warming,0.0
16,Global Warming,0.2106972469528507,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
17,Global Warming,0.3307166799779795,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS,Gwp100,Global Warming,0.0
18,Global Warming,0.1418842151974577,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS,Gwp100,Global Warming,0.0
19,Global Warming,0.3321415158896624,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS,Gwp100,Global Warming,0.0
20,Global Warming,0.0588017929947331,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
21,Global Warming,0.0778914900372349,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost,ReEDS,Gwp100,Global Warming,0.0
22,Global Warming,0.153828253826952,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
23,Global Warming,0.1178589205560283,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Mid_Case_95by2050,ReEDS,Gwp100,Global Warming,0.0
24,Global Warming,0.1161219363095253,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_NG_Price,ReEDS,Gwp100,Global Warming,0.0
25,Global Warming,0.1225898798606526,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth,ReEDS,Gwp100,Global Warming,0.0
26,Global Warming,0.1124606566649994,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_NG_Price_95by2050,ReEDS,Gwp100,Global Warming,0.0
27,Global Warming,0.1852429419996332,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050,ReEDS,Gwp100,Global Warming,0.0
28,Global Warming,0.1250391578298964,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Mid_Case_NoNascent,ReEDS,Gwp100,Global Warming,0.0
29,Global Warming,0.1420245877065814,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
30,Global Warming,0.1250391578298964,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_NoNascent,ReEDS,Gwp100,Global Warming,0.0
31,Global Warming,0.0545900397559072,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_NG_Price_100by2035,ReEDS,Gwp100,Global Warming,0.0
32,Global Warming,0.1305712897428444,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,DAC_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
33,Global Warming,0.1128611379746155,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_NG_Price_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
34,Global Warming,0.2257462785026553,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
35,Global Warming,0.1178589205560283,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_95by2050,ReEDS,Gwp100,Global Warming,0.0
36,Global Warming,0.1314692909567272,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_95by2050,ReEDS,Gwp100,Global Warming,0.0
37,Global Warming,0.1139985835833701,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB,ReEDS,Gwp100,Global Warming,0.0
38,Global Warming,0.1020308725336702,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans,ReEDS,Gwp100,Global Warming,0.0
39,Global Warming,0.1263232027777095,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
40,Global Warming,0.1285257145426472,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
41,Global Warming,0.1128542348041534,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
42,Global Warming,0.1263232027777095,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Mid_Case_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
43,Global Warming,0.1413659782653118,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price,ReEDS,Gwp100,Global Warming,0.0
44,Global Warming,0.0988869027128698,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_95by2050,ReEDS,Gwp100,Global Warming,0.0
45,Global Warming,0.1161170799808961,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Mid_Case,ReEDS,Gwp100,Global Warming,0.0
46,Global Warming,0.1301158022923187,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource,ReEDS,Gwp100,Global Warming,0.0
47,Global Warming,0.128345709535215,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
48,Global Warming,0.0560526481033338,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Mid_Case_100by2035,ReEDS,Gwp100,Global Warming,0.0
49,Global Warming,0.0562334364455292,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_100by2035,ReEDS,Gwp100,Global Warming,0.0
50,Global Warming,0.1276402073401892,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,DAC_NoNascent,ReEDS,Gwp100,Global Warming,0.0
51,Global Warming,0.2258252461853793,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_95by2050,ReEDS,Gwp100,Global Warming,0.0
52,Global Warming,0.0617743413283751,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_100by2035,ReEDS,Gwp100,Global Warming,0.0
53,Global Warming,0.1009085454768868,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_95by2050,ReEDS,Gwp100,Global Warming,0.0
54,Global Warming,0.1509134755084964,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_NoNascent,ReEDS,Gwp100,Global Warming,0.0
55,Global Warming,0.1303853426647232,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_NoNascent,ReEDS,Gwp100,Global Warming,0.0
56,Global Warming,0.1112744280206829,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Trans_NoNascent,ReEDS,Gwp100,Global Warming,0.0
57,Global Warming,0.1313321340429782,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
58,Global Warming,0.116989497205728,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,DAC,ReEDS,Gwp100,Global Warming,0.0
59,Global Warming,0.0776771136892188,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,DAC_100by2035,ReEDS,Gwp100,Global Warming,0.0
60,Global Warming,0.1236622199086848,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_95by2050,ReEDS,Gwp100,Global Warming,0.0
61,Global Warming,0.1162080075668121,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050,ReEDS,Gwp100,Global Warming,0.0
62,Global Warming,0.0538580507629815,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
63,Global Warming,0.0600347066031586,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Reduced_RE_Resource_100by2035,ReEDS,Gwp100,Global Warming,0.0
64,Global Warming,0.1665992548056776,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
65,Global Warming,0.1287974941804991,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
66,Global Warming,0.0570555263198196,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS,Gwp100,Global Warming,0.0
67,Global Warming,0.1427823006576856,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS,Gwp100,Global Warming,0.0
68,Global Warming,0.1280807498894796,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS,Gwp100,Global Warming,0.0
69,Global Warming,0.0563090735511909,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS,Gwp100,Global Warming,0.0
70,Global Warming,0.1647880389774569,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS,Gwp100,Global Warming,0.0
71,Global Warming,0.0506254867964875,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS,Gwp100,Global Warming,0.0
72,Global Warming,0.1526666354000084,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
73,Global Warming,0.0689062805750756,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,DAC_95by2050,ReEDS,Gwp100,Global Warming,0.0
74,Global Warming,0.1519885763647321,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_NG_Price_NoNascent,ReEDS,Gwp100,Global Warming,0.0
75,Global Warming,0.0521401155611668,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration_100by2035,ReEDS,Gwp100,Global Warming,0.0
76,Global Warming,0.0570768726375445,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
77,Global Warming,0.0669001421870566,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_95by2050,ReEDS,Gwp100,Global Warming,0.0
78,Global Warming,0.1638567360971185,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS,Gwp100,Global Warming,0.0
79,Global Warming,0.1006057515368859,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS,Gwp100,Global Warming,0.0
80,Global Warming,0.1482625633751912,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS,Gwp100,Global Warming,0.0
81,Global Warming,0.124197636560322,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS,Gwp100,Global Warming,0.0
82,Global Warming,0.051676031184798,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
83,Global Warming,0.0512640673258671,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS,Gwp100,Global Warming,0.0
84,Global Warming,0.1920000770271355,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS,Gwp100,Global Warming,0.0
85,Global Warming,0.0626463803323945,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS,Gwp100,Global Warming,0.0
86,Global Warming,0.0571064177810802,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS,Gwp100,Global Warming,0.0
87,Global Warming,0.2617613707076872,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA_NoNascent,ReEDS,Gwp100,Global Warming,0.0
88,Global Warming,0.0612281699684007,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_95by2050,ReEDS,Gwp100,Global Warming,0.0
89,Global Warming,0.2541772274252238,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,No_IRA,ReEDS,Gwp100,Global Warming,0.0
90,Global Warming,0.0563952815421686,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_100by2035,ReEDS,Gwp100,Global Warming,0.0
