lcia,value,unit,year,method,Location,Process,Scenario,model
Metpinf,0.0002565137017016,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Mep,1.2733402203040407e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Mdp,0.0094503813911341,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Nltp,1.364435392602954e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Odpinf,6.441092466891857e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Pmfp,0.0001366603827318,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Pofp,0.0003198976643064,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Tap100,0.0003350221879381,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Tetpinf,3.3452490832163926e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Ulop,0.0086804840489398,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Wdp,0.0021257561748406,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,PVB_95by2050_NoNascent,ReEDS
Acidification,0.0151639342332996,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Ecotoxicity,0.0843330411086385,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Eutrophication,1.5178863306899962e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Global Warming,0.0554612991171645,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Carcinogenics,0.0010255647110649,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Ozone Depletion,5.193326870670547e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Photochemical Oxidation,0.0001294567708448,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Non-Carcinogenics,1.9728716619298867,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
"Respiratory Effects, Average",6.656570281906579e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Alop,0.0030659912600949,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Gwp100,0.0570555263198196,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Fdp,0.0312407418225158,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Fetpinf,7.08691387104345e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Fep,1.981880082833318e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Htpinf,0.020531522718824,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Irp_He,0.0382297292270573,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Metpinf,0.0002844742450342,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Mep,1.13780682937505e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Mdp,0.0102302175982767,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Nltp,1.2700761028396126e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Odpinf,5.147795993493032e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Pmfp,9.922781197092534e-05,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Pofp,0.0002243030872899,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Tap100,0.0002696192012073,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Tetpinf,3.431650376227986e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Ulop,0.0084703738728526,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Wdp,0.001988982971517,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_100by2035,ReEDS
Acidification,0.020382320789614,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Ecotoxicity,0.0929088903720339,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Eutrophication,1.7035030655019253e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Global Warming,0.1408334942924557,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Carcinogenics,0.0010078017185105,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Ozone Depletion,6.6472767136326475e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Photochemical Oxidation,0.0001854996259434,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Non-Carcinogenics,1.7992107824862626,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
"Respiratory Effects, Average",0.0001070188163278,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Alop,0.0031946222414952,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Gwp100,0.1427823006576856,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Fdp,0.0553707153133042,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Fetpinf,3.619983840330132e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Fep,3.783509448672556e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Htpinf,0.0186442430375463,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Irp_He,0.0423695176902491,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Metpinf,0.0002427125346267,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Mep,1.2915471685424835e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Mdp,0.0094881553754395,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Nltp,1.4002059488335028e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Odpinf,6.5217251041902965e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Pmfp,0.0001466970306393,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Pofp,0.0003388356284295,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Tap100,0.0003488690724066,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Tetpinf,2.874502336850693e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Ulop,0.0068999249615725,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Wdp,0.0021304818090388,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,Low_Demand_Growth_NoNascent,ReEDS
Acidification,0.0193825974137245,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Ecotoxicity,0.084468842151276,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Eutrophication,1.6968547501498237e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Global Warming,0.1263364808953657,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Carcinogenics,0.0009955300864693,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Ozone Depletion,6.614943537291237e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Photochemical Oxidation,0.0001727515167476,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Non-Carcinogenics,1.7690249264550737,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
"Respiratory Effects, Average",9.773483329853113e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Alop,0.0030439588351637,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Gwp100,0.1280807498894796,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Fdp,0.0512353041864961,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Fetpinf,3.631134819051513e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Fep,3.130431969029938e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Htpinf,0.0189781046633656,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Irp_He,0.0390134880505299,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Metpinf,0.0002607134826335,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Mep,1.2539554680343828e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Mdp,0.0096180399464787,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Nltp,1.324951220552232e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Odpinf,6.503342897961934e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Pmfp,0.0001349759968842,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Pofp,0.0003218202381009,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Tap100,0.0003343662940271,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Tetpinf,3.403107343781183e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Ulop,0.0090040884040699,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Wdp,0.0020187148383169,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_NoNascent,ReEDS
Acidification,0.0146372216483863,moles of H+-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Ecotoxicity,0.0827303403741416,"kg 2,4-D-Eq",2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Eutrophication,1.4491564194725438e-05,kg N,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Global Warming,0.0546109069681861,kg CO2-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Carcinogenics,0.0010206236603375,kg benzene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Ozone Depletion,5.213348293698415e-09,kg CFC-11-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Photochemical Oxidation,0.0001246592819546,kg NOx-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Non-Carcinogenics,1.964831201328011,kg toluene-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
"Respiratory Effects, Average",6.448797938577537e-05,kg PM2.5-Eq,2036,TRACI2.1,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Alop,0.0030661329887912,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Gwp100,0.0563090735511909,kg CO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Fdp,0.0316206171409596,kg oil-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Fetpinf,7.309941352610909e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Fep,1.811538292371529e-06,kg P-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Htpinf,0.0201572235204031,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Irp_He,0.0389964075091463,kg U235-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Metpinf,0.0002737252546084,"kg 1,4-DB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Mep,1.0947539153293282e-05,kg N-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Mdp,0.0101452534223702,kg Fe-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Nltp,1.2885784947248514e-05,square meter,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Odpinf,5.161141995535209e-09,kg CFC-11-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Pmfp,9.637114296727032e-05,kg PM10-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Pofp,0.0002194818679138,kg NMVOC-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Tap100,0.0002605747363905,kg SO2-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Tetpinf,3.1270554249583746e-05,"kg 1,4-DCB-Eq",2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Ulop,0.0077130491373996,square meter-year,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Wdp,0.0020348015632094,m3 water-Eq,2036,RECIPE,US,US Electricity Grid Mix,No_IRA_100by2035,ReEDS
Acidification,0.0221384950984648,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Ecotoxicity,0.0900912464870081,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Eutrophication,1.821078304743358e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Global Warming,0.1630910619702893,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Carcinogenics,0.0009723867428849,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Ozone Depletion,7.985501885750234e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Photochemical Oxidation,0.0002114185062027,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Non-Carcinogenics,1.695678899279934,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
"Respiratory Effects, Average",0.0001115405956845,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Alop,0.0029440668429272,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Gwp100,0.1647880389774569,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Fdp,0.0689988332634509,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Fetpinf,4.119729236927128e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Fep,3.978906648161921e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Htpinf,0.0188052364442287,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Irp_He,0.0343993402795322,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Metpinf,0.000258937350388,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Mep,1.3568308214856596e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Mdp,0.0093571868028022,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Nltp,1.3411334540942971e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Odpinf,7.834666396523565e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Pmfp,0.0001555488401773,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Pofp,0.0004028584602349,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Tap100,0.0003776896305798,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Tetpinf,3.557548636360457e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Ulop,0.0095180510896698,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Wdp,0.0018035178873084,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth,ReEDS
Acidification,0.0149555776012999,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Ecotoxicity,0.0762228406455288,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Eutrophication,1.5017551341147904e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Global Warming,0.0494032775489631,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Carcinogenics,0.0010682693993233,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Ozone Depletion,4.818051942242111e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Photochemical Oxidation,0.000117906075131,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Non-Carcinogenics,1.8321821099046764,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
"Respiratory Effects, Average",6.831740271525921e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Alop,0.0028076173087492,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Gwp100,0.0506254867964875,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Fdp,0.0264176498191177,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Fetpinf,6.700111680550875e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Fep,1.9053655583789835e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Htpinf,0.0220933155561802,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Irp_He,0.0250297620679048,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Metpinf,0.0003125836973664,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Mep,1.0610979525686724e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Mdp,0.0110459147470637,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Nltp,1.1524577700019327e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Odpinf,4.775851098231159e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Pmfp,9.997576175653952e-05,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Pofp,0.0002049778605169,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Tap100,0.0002663307151807,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Tetpinf,3.952956787444293e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Ulop,0.0106823065972962,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Wdp,0.0016490985368401,m3 water-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_Demand_Growth_100by2035,ReEDS
Acidification,0.0202648243637495,moles of H+-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Ecotoxicity,0.081162882573857,"kg 2,4-D-Eq",2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Eutrophication,1.6694562721785506e-05,kg N,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Global Warming,0.1508261350890811,kg CO2-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Carcinogenics,0.0009682227228908,kg benzene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Ozone Depletion,7.714686590858002e-09,kg CFC-11-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Photochemical Oxidation,0.0001926274680677,kg NOx-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Non-Carcinogenics,1.706252068871927,kg toluene-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
"Respiratory Effects, Average",9.800414380523498e-05,kg PM2.5-Eq,2050,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Alop,0.0029165695013536,square meter-year,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Gwp100,0.1526666354000084,kg CO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Fdp,0.0649941573925287,kg oil-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Fetpinf,3.564341590280411e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Fep,3.003128042996387e-06,kg P-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Htpinf,0.0180172885278389,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Irp_He,0.0384488517546374,kg U235-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Metpinf,0.0002449190362482,"kg 1,4-DB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Mep,1.2590234678389558e-05,kg N-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Mdp,0.0092781436168893,kg Fe-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Nltp,1.3119141238546313e-05,square meter,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Odpinf,7.568130473219201e-09,kg CFC-11-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Pmfp,0.0001376765092196,kg PM10-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Pofp,0.0003790368631857,kg NMVOC-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Tap100,0.0003481443352538,kg SO2-Eq,2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
Tetpinf,3.224468920773143e-05,"kg 1,4-DCB-Eq",2050,RECIPE,US,US Electricity Grid Mix,High_RE_Cost_NoNascent,ReEDS
